id,birth_year,gender,industry,ind_detail,occupation,occ_detail,org_size,occupation_1,household,tenure,location,time_ly,org_encouraged,org_prepared,org_common,permission,collaboration,recommend,pref_time_ly,time_3m,time_3m_1,time_3m_2,time_3m_3,time_3m_4,time_3m_5,time_3m_6,pref_time_3m,pref_time_future,org_encourage_future,org_support_future,choice_future,productivity,commute_time,work_time,family_time,caring_time,commute_time_1,work_time_1,family_time_1,caring_time_1,best_aspect,worst_aspect,best_aspect_1,worst_aspect_1,best_aspect_2,worst_aspect_2,best_aspect_3,worst_aspect_3,best_aspect_4,worst_aspect_4,best_aspect_5,worst_aspect_5,major_barrier1,major_barrier2,major_barrier3,minor_barrier1,minor_barrier2,minor_barrier3,age
475,1990,female,education and training,"adult, community and other education",sales,sales representatives and agents,between 20 and 199,yes,couple with no dependent children,between 1 and 5 years,metro,30%,2.0,2.0,2.0,2.0,4.0,4.0,50% - about half of my time,10%,2.0,2.0,2.0,2.0,4.0,5.0,less than 10% of my time,50% - about half of my time,2,2,2,i 20% more productive when working remotely,1.0,8.0,1.0,1.0,0.0,8.0,3.0,1.0,managing my family responsibilities,my on-the-job learning opportunities,my mental wellbeing,managing my personal commitments,managing my family responsibilities,my daily expenses,my mental wellbeing,my opportunities to socialise,the number of hours  i work,my personal relationships,managing my personal commitments,my personal relationships,"it equipment (computer, printer, etc.)",cyber security,connectivity (internet connection),poor management,lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",30
476,1959,female,education and training,"adult, community and other education",clerical and administrative,personal assistants and secretaries,more than 200,yes,couple with no dependent children,more than 5 years,metro,30%,2.0,4.0,3.0,3.0,5.0,4.0,30%,50% - i spent about half of my time remote working,4.0,4.0,4.0,4.0,4.0,4.0,60%,50% - about half of my time,3,3,5,i 50% more productive when working remotely (or more),3.0,9.0,3.0,2.0,0.5,8.0,5.0,3.0,my work-life balance,managing my family responsibilities,managing my family responsibilities,my opportunities to socialise,my daily expenses,my working relationships,my work-life balance,the number of hours  i work,my daily expenses,the number of hours  i work,my job satisfaction,my opportunities to socialise,poor management,poor management,i have tasks that can't be done remotely,caring responsibilities,lack of motivation,my organisation's software and systems,61
477,1979,female,education and training,preschool and school education,professionals,education professionals,between 20 and 199,no,couple with dependent children,more than 5 years,metro,20%,4.0,4.0,4.0,4.0,4.0,4.0,20%,80%,4.0,4.0,4.0,4.0,4.0,4.0,100% - all of my time,50% - about half of my time,3,3,4,my productivity is about same when i work remotely,1.0,7.0,4.0,4.0,1.0,8.0,3.0,4.0,my work-life balance,managing my family responsibilities,preparing for work and commuting,managing my family responsibilities,preparing for work and commuting,managing my family responsibilities,the number of hours  i work,my opportunities to socialise,my daily expenses,my on-the-job learning opportunities,managing my personal commitments,my opportunities to socialise,"it equipment (computer, printer, etc.)",cyber security,my organisation's software and systems,poor management,poor management,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",41
478,1976,male,manufacturing,machinery and equipment manufacturing,clerical and administrative,general clerical,more than 200,no,couple with dependent children,more than 5 years,metro,10%,1.0,2.0,2.0,2.0,4.0,5.0,50% - about half of my time,100% - i spent all of my time remote working,4.0,4.0,2.0,3.0,4.0,5.0,100% - all of my time,70%,2,2,2,i 30% more productive when working remotely,3.0,7.0,3.0,3.0,0.5,8.0,4.5,4.0,my work-life balance,my on-the-job learning opportunities,managing my family responsibilities,my opportunities to socialise,managing my family responsibilities,my daily expenses,my work-life balance,my on-the-job learning opportunities,my work-life balance,my on-the-job learning opportunities,managing my personal commitments,my opportunities to socialise,"it equipment (computer, printer, etc.)",lack of motivation,i have tasks that can't be done remotely,difficulty collaborating remotely,lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",44
479,1986,female,education and training,preschool and school education,managers,specialist managers,more than 200,yes,single person,more than 5 years,regional,rarely or never,,,,,,,50% - about half of my time,50% - i spent about half of my time remote working,2.0,3.0,1.0,3.0,5.0,3.0,100% - all of my time,30%,1,1,1,i 20% more productive when working remotely,0.5,12.0,3.0,1.0,0.0,8.0,3.0,2.0,my work-life balance,my working relationships,my mental wellbeing,my opportunities to socialise,preparing for work and commuting,my personal relationships,the number of hours  i work,my opportunities to socialise,the number of hours  i work,my personal relationships,my mental wellbeing,my opportunities to socialise,feeling left out and/or isolated,feeling left out and/or isolated,i have tasks that can't be done remotely,caring responsibilities,cyber security,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",34
480,1964,female,health care and social assistance,social assistance services,community and personal service,health and welfare support,between 5 and 19,no,couple with no dependent children,more than 5 years,metro,less than 10% of my time,1.0,2.0,1.0,3.0,2.0,1.0,i would not have preferred to work remotely,less than 10% of my time,4.0,4.0,4.0,3.0,2.0,1.0,i would not have preferred to work remotely,i would prefer not to work remotely,1,1,1,i 50% less productive when working remotely (or less),1.0,9.0,3.0,2.0,0.5,6.0,3.0,2.0,managing my family responsibilities,my work-life balance,managing my family responsibilities,my mental wellbeing,managing my family responsibilities,my personal relationships,managing my personal commitments,my mental wellbeing,my daily expenses,my work-life balance,managing my personal commitments,my mental wellbeing,feeling left out and/or isolated,feeling left out and/or isolated,feeling left out and/or isolated,caring responsibilities,poor management,poor management,56
481,1956,male,financial and insurance services,insurance and superannuation funds,professionals,"business, human resource and marketing professionals",more than 200,no,couple with dependent children,more than 5 years,metro,20%,4.0,5.0,4.0,5.0,5.0,3.0,20%,100% - i spent all of my time remote working,5.0,4.0,4.0,5.0,5.0,4.0,20%,20%,5,3,4,i 20% less productive when working remotely,3.0,8.0,4.0,1.0,3.0,8.0,9.0,4.0,preparing for work and commuting,my working relationships,my opportunities to socialise,managing my personal commitments,my working relationships,my personal relationships,my mental wellbeing,managing my personal commitments,my job satisfaction,my daily expenses,my opportunities to socialise,managing my personal commitments,feeling left out and/or isolated,feeling left out and/or isolated,feeling left out and/or isolated,connectivity (internet connection),connectivity (internet connection),connectivity (internet connection),64
482,1992,female,"professional, scientific and technical services","professional, scientific and technical services",professionals,arts and media professionals,between 20 and 199,yes,couple with no dependent children,more than 5 years,metro,less than 10% of my time,2.0,4.0,2.0,4.0,4.0,4.0,20%,100% - i spent all of my time remote working,5.0,5.0,5.0,5.0,5.0,5.0,100% - all of my time,80%,2,3,4,i 30% more productive when working remotely,2.0,9.0,3.0,0.5,0.5,9.0,4.0,0.5,preparing for work and commuting,my working relationships,preparing for work and commuting,my opportunities to socialise,preparing for work and commuting,my working relationships,my work-life balance,my opportunities to socialise,my daily expenses,my personal relationships,my daily expenses,my opportunities to socialise,connectivity (internet connection),feeling left out and/or isolated,connectivity (internet connection),"it equipment (computer, printer, etc.)",cyber security,poor management,28
483,1960,male,public administration and safety,defence,managers,specialist managers,more than 200,yes,couple with no dependent children,more than 5 years,regional,rarely or never,,,,,,,less than 10% of my time,less than 10% of my time,3.0,3.0,2.0,4.0,2.0,2.0,i would not have preferred to work remotely,i would prefer not to work remotely,3,3,4,i 20% less productive when working remotely,3.0,10.0,8.0,3.0,1.0,10.0,10.0,3.0,preparing for work and commuting,my working relationships,my working relationships,preparing for work and commuting,my daily expenses,my working relationships,my on-the-job learning opportunities,the number of hours  i work,my daily expenses,the number of hours  i work,my daily expenses,my job satisfaction,"it equipment (computer, printer, etc.)",cyber security,i have tasks that can't be done remotely,difficulty collaborating remotely,lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",60
484,1958,male,"electricity, gas, water and waste services",electricity supply,managers,specialist managers,more than 200,yes,single person,between 1 and 5 years,metro,100% - i spent all of my time remote working,5.0,4.0,5.0,5.0,4.0,5.0,100% - all of my time,100% - i spent all of my time remote working,5.0,5.0,5.0,5.0,5.0,5.0,100% - all of my time,100% - all of my time,5,5,5,i 30% more productive when working remotely,2.0,8.0,4.0,2.0,0.0,8.0,6.0,2.0,my work-life balance,my working relationships,managing my personal commitments,my working relationships,preparing for work and commuting,my working relationships,managing my personal commitments,my opportunities to socialise,my work-life balance,my personal relationships,managing my personal commitments,my opportunities to socialise,feeling left out and/or isolated,feeling left out and/or isolated,my organisation's software and systems,connectivity (internet connection),connectivity (internet connection),connectivity (internet connection),62
485,1996,female,"rental, hiring and real estate services",property operators and real estate services,professionals,"business, human resource and marketing professionals",more than 200,no,couple with dependent children,between 1 and 5 years,metro,less than 10% of my time,4.0,2.0,4.0,4.0,4.0,5.0,20%,90%,5.0,2.0,5.0,5.0,4.0,5.0,100% - all of my time,60%,4,2,2,i 20% more productive when working remotely,2.5,8.0,2.0,0.0,0.0,9.0,3.0,1.0,preparing for work and commuting,my working relationships,preparing for work and commuting,my working relationships,preparing for work and commuting,my working relationships,managing my personal commitments,my on-the-job learning opportunities,my work-life balance,my on-the-job learning opportunities,my daily expenses,my opportunities to socialise,"it equipment (computer, printer, etc.)",lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",caring responsibilities,cyber security,i have tasks that can't be done remotely,24
