id,birth_year,gender,industry,ind_detail,occupation,occ_detail,org_size,occupation_1,household,tenure,location,time_ly,org_encouraged,org_prepared,org_common,permission,collaboration,recommend,pref_time_ly,time_3m,time_3m_1,time_3m_2,time_3m_3,time_3m_4,time_3m_5,time_3m_6,pref_time_3m,pref_time_future,org_encourage_future,org_support_future,choice_future,productivity,commute_time,work_time,family_time,caring_time,commute_time_1,work_time_1,family_time_1,caring_time_1,best_aspect,worst_aspect,best_aspect_1,worst_aspect_1,best_aspect_2,worst_aspect_2,best_aspect_3,worst_aspect_3,best_aspect_4,worst_aspect_4,best_aspect_5,worst_aspect_5,major_barrier1,major_barrier2,major_barrier3,minor_barrier1,minor_barrier2,minor_barrier3,age
185,1964,female,education and training,preschool and school education,professionals,education professionals,more than 200,yes,couple with no dependent children,more than 5 years,regional,less than 10% of my time,4.0,4.0,2.0,4.0,4.0,4.0,less than 10% of my time,less than 10% of my time,4.0,4.0,3.0,4.0,4.0,4.0,20%,i would prefer not to work remotely,4,4,4,my productivity is about same when i work remotely,0.5,7.0,3.0,3.0,0.25,7.0,3.0,3.0,preparing for work and commuting,my working relationships,preparing for work and commuting,my working relationships,preparing for work and commuting,my working relationships,my work-life balance,my on-the-job learning opportunities,my daily expenses,my on-the-job learning opportunities,my daily expenses,my mental wellbeing,feeling left out and/or isolated,feeling left out and/or isolated,i have tasks that can't be done remotely,poor management,poor management,my organisation's software and systems,61
186,1992,female,health care and social assistance,social assistance services,managers,specialist managers,more than 200,yes,couple with no dependent children,between 1 and 5 years,regional,60%,3.0,4.0,4.0,4.0,4.0,5.0,100% - all of my time,80%,4.0,4.0,4.0,4.0,4.0,5.0,80%,100% - all of my time,4,4,4,i 20% more productive when working remotely,2.0,8.0,2.0,2.0,2.0,7.0,2.0,2.0,my work-life balance,my on-the-job learning opportunities,managing my family responsibilities,my mental wellbeing,my daily expenses,managing my family responsibilities,my work-life balance,my on-the-job learning opportunities,my personal relationships,the number of hours  i work,my personal relationships,my job satisfaction,connectivity (internet connection),connectivity (internet connection),connectivity (internet connection),poor management,feeling left out and/or isolated,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",33
187,1970,female,health care and social assistance,social assistance services,clerical and administrative,clerical and office support,between 20 and 199,no,couple with dependent children,between 1 and 5 years,metro,rarely or never,,,,,,,i would not have preferred to work remotely,50% - i spent about half of my time remote working,5.0,2.0,5.0,5.0,2.0,4.0,50% - about half of my time,20%,2,3,2,i 20% less productive when working remotely,0.75,7.0,3.0,2.0,0.0,5.0,2.0,5.0,managing my family responsibilities,the number of hours  i work,managing my family responsibilities,my working relationships,managing my family responsibilities,my working relationships,managing my personal commitments,the number of hours  i work,my work-life balance,the number of hours  i work,managing my personal commitments,my opportunities to socialise,caring responsibilities,lack of motivation,i have tasks that can't be done remotely,"it equipment (computer, printer, etc.)",cyber security,poor management,55
188,1981,female,education and training,preschool and school education,professionals,education professionals,more than 200,no,couple with dependent children,more than 5 years,regional,rarely or never,,,,,,,i would not have preferred to work remotely,20%,5.0,5.0,4.0,4.0,4.0,3.0,i would not have preferred to work remotely,i would prefer not to work remotely,3,5,1,i 10% less productive when working remotely,0.5,6.0,4.0,2.0,0.0,4.0,6.0,6.0,preparing for work and commuting,my on-the-job learning opportunities,preparing for work and commuting,my mental wellbeing,preparing for work and commuting,my daily expenses,the number of hours  i work,my mental wellbeing,the number of hours  i work,my on-the-job learning opportunities,my daily expenses,my mental wellbeing,feeling left out and/or isolated,feeling left out and/or isolated,feeling left out and/or isolated,difficulty collaborating remotely,cyber security,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",44
189,1990,female,other services,personal and other services,labourers,food preparation assistants,between 5 and 19,yes,couple with no dependent children,between 6 and 12 months,regional,50% - i spent about half of my time remote working,3.0,5.0,2.0,1.0,4.0,4.0,50% - about half of my time,50% - i spent about half of my time remote working,3.0,1.0,4.0,5.0,2.0,2.0,50% - about half of my time,30%,3,4,5,i 50% more productive when working remotely (or more),1.0,6.0,3.0,2.0,1.0,7.0,5.0,11.0,my working relationships,my on-the-job learning opportunities,preparing for work and commuting,my opportunities to socialise,my working relationships,my daily expenses,the number of hours  i work,my opportunities to socialise,my on-the-job learning opportunities,my daily expenses,managing my personal commitments,my mental wellbeing,feeling left out and/or isolated,feeling left out and/or isolated,poor management,"it equipment (computer, printer, etc.)",cyber security,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",35
190,1992,female,health care and social assistance,medical and other health care services,managers,"chief executives, general managers and legislators",more than 200,yes,single person,between 1 and 5 years,regional,30%,5.0,4.0,4.0,5.0,5.0,5.0,70%,70%,5.0,5.0,5.0,5.0,4.0,5.0,50% - about half of my time,70%,4,5,5,i 30% more productive when working remotely,1.0,6.0,0.0,0.0,0.5,7.0,1.0,0.0,my work-life balance,the number of hours  i work,my mental wellbeing,my working relationships,my job satisfaction,my working relationships,my mental wellbeing,the number of hours  i work,my work-life balance,the number of hours  i work,my mental wellbeing,managing my personal commitments,"it equipment (computer, printer, etc.)",connectivity (internet connection),connectivity (internet connection),difficulty collaborating remotely,poor management,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",33
191,1983,male,manufacturing,machinery and equipment manufacturing,managers,"chief executives, general managers and legislators",between 20 and 199,yes,couple with dependent children,more than 5 years,regional,30%,4.0,2.0,4.0,4.0,3.0,4.0,i would not have preferred to work remotely,30%,4.0,4.0,4.0,2.0,2.0,4.0,i would not have preferred to work remotely,i would prefer not to work remotely,4,3,2,i 20% less productive when working remotely,1.0,8.0,6.0,4.0,1.0,7.0,6.0,6.0,the number of hours  i work,my on-the-job learning opportunities,managing my personal commitments,my opportunities to socialise,my daily expenses,my job satisfaction,the number of hours  i work,my opportunities to socialise,the number of hours  i work,my job satisfaction,my mental wellbeing,my job satisfaction,poor management,poor management,feeling left out and/or isolated,difficulty collaborating remotely,cyber security,i have tasks that can't be done remotely,42
192,1986,female,health care and social assistance,medical and other health care services,community and personal service,health and welfare support,between 20 and 199,yes,couple with no dependent children,more than 5 years,regional,60%,5.0,5.0,5.0,5.0,5.0,5.0,40%,rarely or never,,,,,,,20%,30%,2,3,2,i 30% more productive when working remotely,2.0,9.0,5.0,5.0,4.0,12.0,2.0,2.0,my work-life balance,managing my family responsibilities,preparing for work and commuting,managing my personal commitments,my job satisfaction,my personal relationships,my on-the-job learning opportunities,managing my personal commitments,my on-the-job learning opportunities,my personal relationships,my job satisfaction,my daily expenses,feeling left out and/or isolated,connectivity (internet connection),i have tasks that can't be done remotely,caring responsibilities,feeling left out and/or isolated,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",39
193,1969,female,health care and social assistance,medical and other health care services,managers,"chief executives, general managers and legislators",i am the only employee,no,couple with no dependent children,more than 5 years,regional,50% - i spent about half of my time remote working,5.0,5.0,5.0,5.0,5.0,5.0,80%,90%,5.0,5.0,5.0,5.0,5.0,5.0,100% - all of my time,50% - about half of my time,5,5,5,i 50% more productive when working remotely (or more),1.0,2.0,5.0,3.0,0.5,4.0,5.0,1.0,my work-life balance,the number of hours  i work,my mental wellbeing,my opportunities to socialise,my job satisfaction,my personal relationships,my work-life balance,my on-the-job learning opportunities,my daily expenses,my on-the-job learning opportunities,my daily expenses,my opportunities to socialise,connectivity (internet connection),cyber security,connectivity (internet connection),caring responsibilities,feeling left out and/or isolated,i have tasks that can't be done remotely,56
194,1963,female,other services,personal and other services,clerical and administrative,general clerical,more than 200,no,one  parent family with dependent children,between 1 and 5 years,regional,less than 10% of my time,1.0,5.0,4.0,5.0,5.0,5.0,100% - all of my time,100% - i spent all of my time remote working,5.0,5.0,5.0,5.0,5.0,5.0,100% - all of my time,100% - all of my time,1,1,1,i 50% more productive when working remotely (or more),2.5,8.5,10.0,3.0,0.0,9.0,10.0,5.0,my work-life balance,managing my family responsibilities,my mental wellbeing,my working relationships,my personal relationships,my daily expenses,my work-life balance,the number of hours  i work,my work-life balance,the number of hours  i work,my personal relationships,my mental wellbeing,poor management,lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",feeling left out and/or isolated,feeling left out and/or isolated,feeling left out and/or isolated,62
195,1975,female,education and training,tertiary education,clerical and administrative,other clerical and administrative,more than 200,no,single person,more than 5 years,regional,rarely or never,,,,,,,50% - about half of my time,90%,5.0,2.0,1.0,5.0,5.0,3.0,70%,70%,2,2,1,i 50% more productive when working remotely (or more),0.5,7.0,7.0,2.0,0.0,7.0,7.0,2.0,preparing for work and commuting,my work-life balance,preparing for work and commuting,my opportunities to socialise,my job satisfaction,my working relationships,my work-life balance,my opportunities to socialise,my job satisfaction,my work-life balance,my mental wellbeing,my opportunities to socialise,"it equipment (computer, printer, etc.)",poor management,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",caring responsibilities,connectivity (internet connection),connectivity (internet connection),50
