id,birth_year,gender,tenure,industry,occupation,org_size,household,metro_or_regional,time_q4_2020,time_q4_2020_1,time_rem_2021,pref_time_2021,pref_time_future,these_questions_are_about,in_the_past_6,how_often_do_you,how_often_would_you,does_your_employer_have,how_much_of_your,thinking_about_your_employer,thinking_about_your_employer_1,thinking_about_your_employer_2,thinking_about_your_employer_3,how_do_you_feel,org_encouraged,org_prepared,org_common,permission,collaboration,thinking_about_remote_working,thinking_about_remote_working_1,do_you_think_remote,who_is_most_supportive,org_encourage_future,org_support_future,choice_future,commute_time,think_about_your_experience,caring_time,family_time,think_about_your_experience_1,commute_time_1,think_about_your_experience_2,caring_time_1,family_time_1,think_about_your_experience_3,imagine_your_employer_offered,what_is_the_biggest,have_the_following_barriers,have_the_following_barriers_1,have_the_following_barriers_2,have_the_following_barriers_3,have_the_following_barriers_4,have_the_following_barriers_5,have_the_following_barriers_6,have_the_following_barriers_7,have_the_following_barriers_8,have_the_following_barriers_9,have_the_following_barriers_10,have_the_following_barriers_11,have_the_following_barriers_12,have_the_following_barriers_13,have_the_following_barriers_14,have_the_following_barriers_15,feel_better,more_active,feel_better_1,manages_people,do_employees_you_manage,mgmt_discretion,mgmt_retain,mgmt_recruit,team_collab,mgmt_ease_remote,mgmt_poor_performers,mgmt_prepared_remote,mgmt_focus_results,mgmt_contact,productivity,now_think_about_the,major_barrier1,major_barrier2,major_barrier3,minor_barrier1,minor_barrier2,minor_barrier3,age
228,1979,male,more than 5 years,financial and insurance,"managers - chief executives, general managers and legislators",more than 200,couple with no dependent children,metro,50% - i spent about half of my time remote working,50% - about half of my time,50% - i spent about half of my time remote working,50% - about half of my time,50% - about half of my time,yes,yes,50% - about half of my time,50% - about half of my time,yes,20%,4,4,4,4,somewhat positive,4,4,2,4,2,2,4,somewhat positive,they are about the same,somewhat likely,somewhat likely,somewhat likely,3.0,8.0,3.0,2.0,8.0,0.0,8.0,3.0,5.0,8.0,yes,0.1,somewhat improved,somewhat improved,somewhat improved,somewhat improved,somewhat improved,somewhat improved,somewhat improved,somewhat improved,somewhat improved,somewhat improved,somewhat improved,somewhat improved,somewhat improved,somewhat improved,somewhat improved,somewhat improved,4,4,4,yes,yes,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,im 50% more productive when working remotely (or more),im 50% more productive when working remotely (or more),difficulty collaborating with remote colleagues,problems with audio-visual setup,difficulty innovating,lack of privacy,lack of privacy,lack of appropriate work and meeting spaces,46
229,1991,female,more than 5 years,manufacturing,"managers - chief executives, general managers and legislators",between 20 and 199,couple with no dependent children,metro,100% - i spent all of my time remote working,100% - all of my time,60%,50% - about half of my time,70%,yes,yes,90%,60%,yes,40%,5,4,4,4,somewhat positive,5,5,5,4,4,5,4,somewhat positive,they are about the same,very likely,very likely,very likely,1.0,9.0,,5.0,9.0,2.0,8.0,1.0,3.0,10.0,yes,0.1,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,somewhat improved,significantly improved,significantly improved,significantly improved,somewhat improved,significantly improved,somewhat improved,stayed about the same,4,4,5,yes,yes,4.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,im 20% more productive when working remotely,im 20% more productive when working remotely,interruptions,lack of appropriate work and meeting spaces,connectivity/internet issues,difficulty collaborating with remote colleagues,connectivity/internet issues,lack of appropriate work and meeting spaces,34
230,1985,male,between 6 and 12 months,manufacturing,sales workers - sales representatives and agents,between 5 and 19,single person,metro,10%,20%,10%,20%,30%,no,yes,50% - about half of my time,20%,yes,50% - about half of my time,3,4,5,4,somewhat positive,4,4,4,5,5,2,3,somewhat positive,my direct manger(s),somewhat unlikely,somewhat likely,somewhat likely,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,no,,somewhat worsened,stayed about the same,somewhat improved,somewhat improved,somewhat improved,significantly improved,somewhat improved,stayed about the same,stayed about the same,somewhat improved,stayed about the same,somewhat improved,somewhat worsened,somewhat worsened,significantly improved,stayed about the same,3,4,4,no,,,,,,,,,,,im 30% more productive when working remotely,,,,,,,,40
231,1988,male,more than 5 years,other services,labourers - other labourers,more than 200,single person,metro,10%,80%,20%,80%,50% - about half of my time,yes,no,,,yes,60%,3,1,1,5,neither positive nor negative,4,3,4,3,3,3,4,somewhat positive,they are about the same,somewhat unlikely,somewhat unlikely,very unlikely,2.0,10.0,3.0,3.0,6.0,0.5,6.0,5.0,4.0,8.5,no,,somewhat improved,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,not a barrier for me,stayed about the same,significantly worsened,somewhat improved,somewhat improved,stayed about the same,not a barrier for me,stayed about the same,significantly improved,5,5,3,no,,,,,,,,,,,im 50% more productive when working remotely (or more),,interruptions,problems with audio-visual setup,difficulty innovating,lack of privacy,lack of privacy,connectivity/internet issues,37
232,1961,female,more than 5 years,construction,clerical and administrative workers - numerical clerks,between 1 and 4,couple with no dependent children,metro,100% - i spent all of my time remote working,100% - all of my time,100% - i spent all of my time remote working,100% - all of my time,90%,no,no,,,no,,5,5,5,5,somewhat positive,5,4,2,5,5,2,5,neither positive nor negative,my direct manger(s),very likely,very likely,very likely,1.0,7.0,3.0,5.0,8.0,1.0,7.0,3.0,5.0,8.0,yes,0.05,not a barrier for me,stayed about the same,stayed about the same,not a barrier for me,not a barrier for me,stayed about the same,somewhat worsened,somewhat worsened,stayed about the same,not a barrier for me,somewhat improved,somewhat worsened,not a barrier for me,not a barrier for me,not a barrier for me,stayed about the same,3,3,3,no,,,,,,,,,,,my productivity is about same when i work remotely,,,,,,,,64
233,1970,female,between 6 and 12 months,administrative and support,clerical and administrative workers - clerical and office support workers,between 20 and 199,one parent family with dependent children,metro,100% - i spent all of my time remote working,100% - all of my time,100% - i spent all of my time remote working,100% - all of my time,100% - all of my time,yes,yes,90%,90%,unsure,,4,5,4,4,somewhat positive,4,5,4,4,5,4,5,strongly positive,they are about the same,somewhat likely,somewhat likely,somewhat likely,2.0,7.0,3.0,5.0,7.0,2.0,7.0,5.0,3.0,7.0,yes,0.02,stayed about the same,stayed about the same,somewhat improved,somewhat improved,stayed about the same,stayed about the same,somewhat worsened,somewhat worsened,stayed about the same,somewhat improved,somewhat improved,stayed about the same,somewhat improved,significantly improved,somewhat improved,significantly improved,3,5,4,no,,,,,,,,,,,im 40% less productive when working remotely,,noisy work environment,connectivity/internet issues,interruptions,lack of privacy,problems with audio-visual setup,difficulty innovating,55
234,1982,female,between 1 and 5 years,financial and insurance,"professionals - business, human resource and marketing professionals",more than 200,couple with no dependent children,metro,100% - i spent all of my time remote working,80%,100% - i spent all of my time remote working,100% - all of my time,90%,yes,no,,,yes,40%,4,2,3,5,neither positive nor negative,5,5,5,4,5,3,5,strongly positive,my direct manger(s),very unlikely,somewhat unlikely,very unlikely,2.5,9.0,2.5,3.0,7.0,0.5,8.0,2.0,5.5,8.0,yes,0.1,not a barrier for me,somewhat improved,stayed about the same,not a barrier for me,significantly improved,stayed about the same,not a barrier for me,stayed about the same,stayed about the same,not a barrier for me,somewhat improved,significantly improved,somewhat worsened,stayed about the same,not a barrier for me,significantly improved,5,5,2,yes,yes,4.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,im 50% more productive when working remotely (or more),im 50% more productive when working remotely (or more),,,,,,,43
235,1980,male,more than 5 years,construction,managers - farmers and farm managers,more than 200,couple with dependent children,metro,40%,40%,30%,20%,10%,yes,yes,30%,30%,yes,20%,2,2,4,3,neither positive nor negative,4,5,3,4,5,4,4,somewhat positive,my direct manger(s),somewhat unlikely,somewhat likely,somewhat likely,10.0,3.0,11.0,,,3.0,2.0,12.0,5.0,2.0,yes,0.1,somewhat improved,stayed about the same,significantly improved,somewhat improved,significantly improved,significantly improved,somewhat improved,significantly improved,significantly improved,significantly improved,somewhat improved,significantly improved,stayed about the same,somewhat improved,somewhat improved,significantly improved,3,5,4,yes,yes,4.0,3.0,5.0,4.0,5.0,3.0,4.0,5.0,4.0,im 30% more productive when working remotely,im 30% more productive when working remotely,interruptions,lack of privacy,lack of appropriate work and meeting spaces,noisy work environment,connectivity/internet issues,interruptions,45
236,1986,female,more than 5 years,other services,technicians and trades workers - other technicians and trades workers,between 1 and 4,couple with no dependent children,regional,100% - i spent all of my time remote working,100% - all of my time,100% - i spent all of my time remote working,100% - all of my time,80%,no,no,,,no,,5,5,5,1,somewhat positive,4,5,5,4,4,1,4,strongly positive,they are about the same,neither unlikely or likely,neither unlikely or likely,very likely,1.0,6.0,5.0,4.0,8.0,1.0,5.0,4.0,5.0,9.0,yes,0.6,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,not a barrier for me,stayed about the same,stayed about the same,not a barrier for me,not a barrier for me,stayed about the same,not a barrier for me,stayed about the same,not a barrier for me,stayed about the same,5,4,4,yes,yes,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,im 20% more productive when working remotely,im 20% more productive when working remotely,,,,,,,39
237,1991,male,more than 5 years,"professional, scientific and technical","professionals - business, human resource and marketing professionals",between 20 and 199,group household,metro,80%,80%,60%,70%,60%,yes,yes,60%,70%,unsure,,5,3,4,4,strongly positive,1,1,3,5,3,1,5,strongly positive,they are about the same,neither unlikely or likely,very unlikely,very likely,2.0,9.0,2.0,3.0,8.0,0.0,12.0,2.0,2.0,8.0,no,,stayed about the same,significantly improved,significantly improved,stayed about the same,stayed about the same,stayed about the same,not a barrier for me,somewhat worsened,significantly worsened,stayed about the same,somewhat worsened,somewhat improved,significantly worsened,somewhat worsened,stayed about the same,somewhat worsened,4,5,5,yes,yes,5.0,5.0,5.0,5.0,1.0,3.0,2.0,3.0,4.0,im 10% more productive when working remotely,im 10% more productive when working remotely,difficulty collaborating with remote colleagues,connectivity/internet issues,connectivity/internet issues,lack of privacy,lack of appropriate work and meeting spaces,lack of appropriate work and meeting spaces,34
238,1986,male,between 1 and 5 years,education and training,professionals - education professionals,between 20 and 199,one parent family with dependent children,metro,60%,70%,60%,70%,60%,no,no,,,no,,5,4,4,3,neither positive nor negative,3,4,3,4,4,5,4,neither positive nor negative,my direct manger(s),very likely,very likely,somewhat likely,3.0,8.0,2.0,3.0,8.0,1.0,10.0,3.0,3.0,7.0,no,,stayed about the same,somewhat worsened,somewhat improved,somewhat improved,stayed about the same,somewhat worsened,stayed about the same,somewhat improved,stayed about the same,somewhat improved,somewhat improved,significantly improved,somewhat improved,somewhat improved,stayed about the same,stayed about the same,4,4,5,no,,,,,,,,,,,my productivity is about same when i work remotely,,difficulty collaborating with remote colleagues,lack of appropriate work and meeting spaces,lack of appropriate work and meeting spaces,interruptions,connectivity/internet issues,connectivity/internet issues,39
239,2001,female,between 6 and 12 months,"agriculture, forestry and fishing",professionals - education professionals,between 5 and 19,other one family household,regional,10%,10%,20%,20%,10%,yes,no,,,yes,20%,2,2,1,2,somewhat positive,3,2,2,2,2,3,3,somewhat positive,senior leadership,neither unlikely or likely,somewhat unlikely,neither unlikely or likely,1.0,14.0,2.0,2.0,5.0,1.0,6.0,7.0,4.0,6.0,yes,0.28,somewhat worsened,significantly worsened,significantly worsened,somewhat worsened,stayed about the same,somewhat worsened,somewhat worsened,somewhat worsened,somewhat worsened,somewhat worsened,stayed about the same,significantly worsened,somewhat worsened,somewhat worsened,stayed about the same,stayed about the same,3,3,2,yes,yes,1.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,im 10% more productive when working remotely,im 10% more productive when working remotely,difficulty collaborating with remote colleagues,problems with audio-visual setup,difficulty innovating,interruptions,connectivity/internet issues,connectivity/internet issues,24
240,1980,male,more than 5 years,construction,"professionals - business, human resource and marketing professionals",more than 200,one parent family with dependent children,metro,10%,20%,30%,10%,10%,yes,yes,20%,10%,yes,20%,4,4,4,5,neither positive nor negative,4,4,4,4,3,3,3,somewhat negative,senior leadership,very likely,somewhat likely,somewhat likely,3.0,3.0,5.0,4.0,9.0,,8.0,,7.0,9.0,yes,0.3,somewhat improved,stayed about the same,somewhat improved,somewhat improved,stayed about the same,somewhat improved,stayed about the same,significantly improved,stayed about the same,somewhat improved,significantly improved,significantly improved,somewhat improved,significantly improved,somewhat improved,significantly improved,4,3,5,yes,yes,4.0,5.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,im 30% more productive when working remotely,im 30% more productive when working remotely,interruptions,lack of appropriate work and meeting spaces,interruptions,difficulty collaborating with remote colleagues,connectivity/internet issues,connectivity/internet issues,45
241,1970,male,between 1 and 5 years,information media and telecommunications,"managers - hospitality, retail and service managers",between 20 and 199,couple with dependent children,metro,40%,50% - about half of my time,40%,50% - about half of my time,20%,yes,yes,40%,50% - about half of my time,yes,40%,2,1,1,2,strongly positive,5,5,5,5,4,4,4,strongly positive,my direct manger(s),very likely,very likely,somewhat likely,6.0,2.0,4.0,4.0,8.0,8.0,2.0,2.0,3.0,9.0,yes,0.1,significantly improved,somewhat improved,significantly improved,somewhat improved,significantly improved,somewhat improved,significantly improved,somewhat improved,somewhat improved,somewhat improved,significantly improved,somewhat improved,significantly improved,significantly improved,significantly improved,somewhat improved,5,5,4,yes,yes,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,im 30% more productive when working remotely,im 30% more productive when working remotely,difficulty collaborating with remote colleagues,problems with audio-visual setup,lack of appropriate work and meeting spaces,noisy work environment,connectivity/internet issues,interruptions,55
